artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,genre
"Georg Holm, Jon Thor Birgisson, Kjartan Sveinsson, Orri Pall Dyrason, 12 Ensemble",Fljótavík,32,0.141,0.137,8,-15.424,1,0.0431,0.948,0.562,0.0612,0.0353,85.479,4.144883333,4,Instrumental
AG Club,NOHO (feat. ICECOLDBISHOP),57,0.804,0.558,6,-6.314,0,0.303,0.00684,,0.12,0.477,87.528,182513,4,HipHop
Travis Porter,Stretch,51,0.928,0.631,1,-6.191,1,0.363,0.00943,,0.085,0.439,94.035,142987,4,HipHop
"Stephen Devassy, Shweta Mohan",Soulmates,18,0.734,0.562,,-8.875,1,0.0894,0.21,0.00000227,0.091,0.81,141.862,3.219666667,4,Acoustic/Folk
Hedningarna,R√§ven,46,0.591,0.564,2,-11.03,1,0.0427,0.0126,0.843,0.11,0.405,147.22,292773,4,Metal
Billy Idol,White Wedding,62,0.677,0.62,9,-11.766,1,0.0364,0.0335,0.0529,0.285,0.672,146.74,8.43711667,4,Rock
Crystal Castles,Vanished,63,0.713,0.868,,-6.644,0,0.0305,0.00206,0.0000923,0.225,0.641,119.98,242960,4,Indie_Alt
Mem Shannon,Doing The Best That I Can,4,0.691,0.809,7,-5.338,1,0.0499,0.233,0.000981,0.173,0.749,95.655,220333,4,Blues
Chris Patrick,Typical Shit,50,0.601,0.633,5,-8.723,1,0.504,0.629,,0.679,0.601,80.812,182278,4,HipHop
D.Tail,Beast Mode,40,0.646,0.818,10,-5.582,0,0.236,0.00603,,0.167,0.475,133.898,215111,4,HipHop
Siuzanna,STYN_,33,0.586,0.639,9,-5.971,0,0.0309,0.0611,0.00000319,0.205,0.311,133.934,219320,4,Indie_Alt
GUM,Airwalkin',36,0.598,0.875,7,-5.66,1,0.31,0.0491,0.00114,0.342,0.616,168.871,215969,4,Indie_Alt
Twin Atlantic,Whispers,31,0.493,0.604,9,-6.452,1,0.0345,0.434,0.00509,0.186,0.119,136.009,338286,4,Rock
Dodgy,Good Enough,51,0.578,0.967,,-6.02,1,0.0604,0.00111,0.000569,0.34,0.736,111.735,241307,4,Indie_Alt
Useless ID,Stopwatch,16,0.286,0.992,9,-2.333,1,0.21,0.000531,0.0000206,0.104,0.49,178.619,81573,4,Indie_Alt
MY BABY,Electrified,32,0.793,0.519,1,-11.452,1,0.0432,0.122,0.71,0.335,0.307,126.204,398110,4,Blues
Mob Rich,Everything and Nothing,22,0.764,0.601,6,-8.287,0,0.0421,0.0353,0.0268,0.335,0.622,105.994,187607,4,Indie_Alt
Carlos Cipa,Playful (variation),48,0.326,0.00395,7,-34.378,0,0.0355,0.973,0.875,0.0775,0.195,104.609,197507,3,Indie_Alt
Beatrich,Same Song,40,0.63,0.678,11,-6.412,1,0.0526,0.052,0.00015,0.265,0.533,109.966,159412,4,Pop
Friendship Commanders,Stonechild,24,0.293,0.667,9,-5.707,1,0.0692,0.0000112,0.0306,0.111,0.306,117.921,249592,4,Rock
duendita,bio,43,0.484,0.493,1,-10.587,0,0.0909,0.492,0.0223,0.327,0.146,113.765,257910,4,Indie_Alt
Henry Gray,Let's Get High,19,0.698,0.609,,-6.993,1,0.0485,0.743,,0.188,0.665,131.057,232413,4,Blues
"Kane Brown, blackbear",Memory,79,0.434,0.889,9,-5.684,1,0.0509,0.395,,0.273,0.845,113.326,2.55563333,5,Pop
TWIN XL,Slow Heart,49,0.583,0.881,9,-4.099,0,0.0904,0.00134,0.0000349,0.341,0.813,140.09,190487,4,Pop
Hikaru Utada,One Last Kiss,75,0.592,0.54,8,-11.249,0,0.0587,0.692,0.00187,0.0965,0.354,111.955,252027,4,Pop
Tamikrest,Aratane N' Adagh,18,0.48,0.382,10,-9.017,0,0.0339,0.976,0.911,0.113,0.102,144.069,312333,3,Blues
Arthur Brown,Fire,46,0.439,0.882,5,-9.036,0,0.087,0.541,0.671,0.793,0.317,138.551,174160,4,Alt_Music
FKA twigs,mary magdalene,56,0.391,0.444,1,-13.137,0,0.119,0.488,0.0000326,0.111,0.159,171.831,321067,5,Indie_Alt
FLEE,Clark Kent,35,0.858,0.442,1,-10.549,1,0.263,0.000797,,0.115,0.224,135.953,98827,4,HipHop
CAN,Future Days,35,0.703,0.664,7,-17.789,0,0.0797,0.245,0.906,0.108,0.597,148.718,570613,4,Rock
John Kongos,He's Gonna Step On You Again,41,0.705,0.728,,-11.413,0,0.0301,0.0141,0.343,0.245,0.737,107.088,267787,5,Rock
Steppenwolf,Born To Be Wild - Single Version,2,0.468,0.81,9,-8.33,1,0.0724,0.00169,0.0314,0.567,0.464,145.589,216693,4,Rock
August Burns Red,Internal Cannon,,0.291,0.987,2,-3.601,1,0.17,0.0000472,0.0254,0.372,0.215,113.56,227923,4,Metal
Lacuna Coil,Enjoy the Silence - cover version,57,0.503,0.667,11,-6.831,0,0.0285,0.000984,0.027,0.229,0.101,113.018,245573,4,Metal
Lianne La Havas,Weird Fishes,55,0.396,0.415,7,-10.106,1,0.0599,0.0362,0.02,0.0913,0.263,151.458,354533,4,Indie_Alt
Nirvana,The Man Who Sold The World - Live Version,56,0.476,0.706,1,-7.839,0,0.0289,0.379,0.000242,0.877,0.368,114.858,227467,4,Rock
Thunder,Love Walked In,49,0.443,0.841,2,-9.72,0,0.0433,0.212,0.00000561,0.134,0.281,155.827,385400,4,Rock
Silverchair,Cemetery - Acoustic,28,0.462,0.408,4,-9.036,0,0.0337,0.105,0.0000179,0.106,0.112,108.745,246893,4,Rock
Kid Cudi,Day 'N' Nite (Nightmare),72,0.88,0.443,11,-6.359,0,0.0653,0.462,0.00000713,0.122,0.803,138.018,3.687333333,4,Pop
Newington Green,In the Days of our Love,54,0.522,0.0696,9,-20.816,0,0.0419,0.974,0.907,0.111,0.132,106.006,3.666983333,4,Instrumental
Egzod,Mirage,40,0.513,0.919,10,-3.987,1,0.299,0.182,0.00166,0.116,0.207,150,207750,4,Rock
Squeeze,Tempted,59,0.729,0.356,6,-13.743,0,0.0347,0.0916,0.0905,0.052,0.392,95.026,240333,4,Alt_Music
BIA,WHOLE LOTTA MONEY,79,0.897,0.371,1,-5.019,1,0.368,0.0904,,0.325,0.441,81.008,156005,4,HipHop
Creed,Higher,,0.457,0.817,2,-6.364,1,0.0356,0.0000523,0.000204,0.159,0.444,155.84,326293,4,Pop
Mel√©,Groove La Afrika,40,0.873,0.886,7,-4.53,1,0.357,0.0241,0.864,0.0347,0.274,127.061,169134,4,Indie_Alt
Teams,Stunts,32,0.702,0.852,6,-6.337,1,0.101,0.00109,0.893,0.102,0.519,97.085,326374,4,Indie_Alt
Rude Kid,Bloody Hell,12,0.652,0.764,4,-5.177,0,0.0337,0.0000199,0.0364,0.13,0.0479,140.044,210862,4,HipHop
John Lee Hooker,Crawlin' King Snake,38,0.592,0.339,2,-8.464,1,0.0629,0.984,0.0144,0.121,0.676,89.083,181200,4,Blues
Markul,2 –º–∏–Ω—É—Ç—ã,47,0.756,0.674,7,-7.036,0,0.0352,0.0782,0.0511,0.0804,0.429,103.982,150000,4,Pop
Destroy Boys,Fences,55,0.377,0.991,4,-1.205,0,0.0932,0.00081,0.00000484,0.298,0.258,122.147,238040,4,Alt_Music
ghost orange,Phantoms,27,0.409,0.0965,4,-22.079,1,0.0387,0.919,0.725,0.379,0.219,135.024,239222,3,Indie_Alt
Olivia Rodrigo,"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",73,0.522,0.336,,-8.577,1,0.0275,0.714,,0.109,0.566,90.646,106881,4,Pop
Roxy Music,Virginia Plain,52,0.588,0.708,6,-7.823,1,0.0351,0.445,0.0000394,0.293,0.579,131.197,178376,4,Indie_Alt
Charli XCX,Blame It on Your Love (feat. Lizzo),60,0.716,0.757,5,-2.666,1,0.0487,0.0249,,0.286,0.558,100.007,191114,4,Pop
Bare King,Grim Sleep,22,0.279,0.975,7,-7.294,1,0.124,0.0000883,0.0603,0.333,0.0447,144.943,204629,4,Metal
Dan Owen,If You Knew Better,39,0.645,0.334,2,-6.709,0,0.0288,0.731,0.0000108,0.113,0.508,91.337,145347,4,Pop
Andromida,Supernova,39,0.427,0.992,11,-2.642,1,0.101,0.0000163,0.944,0.108,0.267,143.052,273566,4,Metal
Advaita,MoFunk,28,0.574,0.677,7,-8.009,0,0.0638,0.476,0.0759,0.0877,0.661,169.899,6.108666667,4,Acoustic/Folk
Dexter Gordon,Tenor madness,32,0.442,0.677,8,-9.76,1,0.144,0.513,0.1,0.282,0.649,123.31,762667,4,Blues
Lenny Kravitz,Again,69,0.55,0.804,2,-5.218,1,0.0271,0.0148,0.0000433,0.105,0.789,79.166,231667,4,Rock
PWNT,Shortcuts,34,0.736,0.475,10,-10.879,1,0.0255,0.00292,0.749,0.129,0.742,101,154053,4,Indie_Alt
Shawn Mendes,Mercy,79,0.555,0.662,11,-4.952,0,0.0827,0.125,,0.111,0.356,148.128,208733,4,Pop
Children of Zeus,Get What's Yours,41,0.82,0.387,7,-11.81,1,0.316,0.729,0.0836,0.0699,0.724,95.977,232731,4,HipHop
Marcus King,The Well,53,0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225,177093,4,Blues
Shamshad Begum,Boojh Mera Kya Naam Re,7,0.493,0.556,8,-6.27,1,0.0772,0.822,0.000332,0.233,0.931,190.617,4.51245,4,Bollywood
Violent Soho,Vacation Forever,33,0.491,0.917,7,-3.055,1,0.0685,0.000446,0.0000106,0.232,0.318,129.097,268519,4,Rock
The Rolling Stones,Fool To Cry - Remastered 2009,55,0.444,0.454,5,-7.434,1,0.0419,0.892,0.0546,0.114,0.236,67.848,305400,4,Rock
Celia Hollander,5:59 PM,29,0.295,0.357,8,-12.385,0,0.0424,0.98,0.826,0.0995,0.0652,65.584,204000,4,Indie_Alt
Tepr,Minuit Jacuzzi - Data Remix,27,0.566,0.873,,-5.926,0,0.178,0.000371,0.932,0.079,0.527,121.946,263800,4,Indie_Alt
One String Sam,My Baby Ooo,5,0.81,0.334,5,-10.62,0,0.0773,0.97,0.918,0.0996,0.635,100.275,186854,4,Blues
Billy Childs,It Never Entered My Mind,40,0.521,0.0774,5,-23.987,0,0.0418,0.941,0.926,0.118,0.183,120.755,5.20245,4,Instrumental
Within Temptation,The Reckoning,58,0.31,0.825,1,-4.53,1,0.0563,0.00356,,0.641,0.475,89.885,251107,4,Metal
Tesla,Love Song,53,0.355,0.379,7,-8.172,1,0.0361,0.396,0.0393,0.15,0.329,164.989,321267,4,Rock
George Strait,All My Ex's Live In Texas,59,0.764,0.333,9,-15.921,1,0.0308,0.217,0.0000102,0.11,0.738,130.541,3.347116667,4,Country
Attendant,Seen The Light,33,0.47,0.954,11,-4.856,1,0.0638,0.00000685,0.0000636,0.232,0.349,130.012,222160,4,Rock
O.A.R.,That Was A Crazy Game of Poker,57,0.512,0.785,,-4.21,1,0.12,0.0608,,0.0673,0.598,79.183,523203,4,Rock
Debbie Davies,Life Of The Party,33,0.749,0.732,11,-7.897,0,0.0389,0.217,0.000469,0.0981,0.952,102.063,231080,4,Blues
Iamdoechii,Yucky Blucky Fruitcake,77,0.597,0.617,8,-7.482,0,0.282,0.463,,0.66,0.889,97.923,275520,4,Pop
Kendra Collins Band,Pure Imagination,51,0.483,0.292,8,-16.653,1,0.0305,0.865,0.778,0.115,0.175,139.348,5.2579,5,Instrumental
David Bowie,The Jean Genie - 2013 Remaster,60,0.58,0.571,9,-9.116,1,0.0321,0.378,0.00000513,0.358,0.818,128.15,248013,4,Alt_Music
Lata Mangeshkar,Piya Bina Piya Bina,17,0.444,0.399,8,-7.673,1,0.0292,0.968,0.00664,0.195,0.521,105.647,4.19955,4,Bollywood
Rejjie Snow,Mirrors,49,0.755,0.722,1,-6.231,0,0.23,0.339,0.0000253,0.148,0.537,87.275,222787,4,HipHop
Jon Batiste,I NEED YOU,59,0.818,0.639,6,-6.383,1,0.165,0.0172,,0.137,0.886,112.955,157133,4,Pop
Foster,fools (can't help falling in love) (feat. Sody),75,0.706,0.604,2,-6.932,1,0.303,0.418,,0.242,0.361,82.03,165029,4,Pop
Fu Manchu,Intelligent Worship,37,0.381,0.897,2,-5.784,1,0.0924,0.000328,0.288,0.0592,0.554,146.056,187053,3,Metal
AJR,Bang!,65,0.74,0.517,1,-6.233,0,0.0506,0.0183,,0.0558,0.698,139.917,170858,4,Pop
Ard Adz,Full Throttle,57,0.82,0.543,7,-9.568,0,0.334,0.193,,0.163,0.824,139.992,181786,4,HipHop
Promoting Sounds,Shoot,10,0.804,0.473,2,-12.99,1,0.0976,0.051,0.00000206,0.116,0.774,112.699,173254,5,HipHop
Anthrax,Bring The Noise,55,0.601,0.831,2,-8.582,1,0.17,0.00086,,0.102,0.296,120.962,211787,4,Metal
The Beatles,Till There Was You - Remastered,,0.727,0.338,5,-13.887,1,0.0454,0.79,,0.105,0.646,122.421,2.22511667,4,Acoustic/Folk
"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,92,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,2.81921667,4,Pop
Twenty One Pilots,Choker,79,0.7,0.664,7,-8.211,1,0.0394,0.306,0.0000189,0.249,0.585,142.009,223066,4,Pop
Bloomsday,Samantha Crain,19,0.458,0.529,8,-6.566,1,0.0286,0.286,0.00000322,0.107,0.0767,119.924,3.3191,4,Acoustic/Folk
Arlo Parks,Creep,54,0.585,0.0228,,-15.218,1,0.0422,0.986,0.000702,0.0756,0.424,75.84,4.63158333,4,Acoustic/Folk
J.D. Short,By The Spoonful,24,0.655,0.291,7,-10.863,1,0.0777,0.409,0.00000523,0.103,0.674,114.993,229093,4,Blues
Toosii,shop (feat. DaBaby),65,0.865,0.64,7,-7.201,1,0.325,0.0185,,0.308,0.4,114.621,189919,5,HipHop
Wauwatosa,Good Life,27,0.412,0.417,5,-7.594,1,0.0376,0.652,0.012,0.112,0.16,78.968,269413,3,Pop
"Farhan Zameer, Kiran Waseem, Tehseen W. Chishty",Laapata (Original Soundtrack) [feat. Kiran Waseem & Tehseen W. Chishty],31,0.692,0.589,9,-9.759,0,0.0528,0.544,,0.0761,0.512,103.034,5.126216667,4,Acoustic/Folk
J. Cole,i n t e r l u d e,81,0.77,0.574,1,-5.525,1,0.106,0.0617,,0.104,0.104,98.962,133022,3,HipHop
Jagwar Twin,Happy Face,64,0.396,0.77,9,-4.728,1,0.06,0.0184,,0.12,0.412,177.542,170733,4,Rock
Polo G,GANG GANG (with Lil Wayne),40,0.752,0.563,3,-8.066,0,0.209,0.146,,0.103,0.551,145.05,178776,4,Pop
Fangclub,Bad Words,32,0.409,0.679,2,-5.824,1,0.0307,0.00000303,0.0141,0.111,0.236,84.988,267080,4,Rock
Tyler Lawlor,St Martin,45,0.466,0.161,2,-14.696,1,0.045,0.989,0.945,0.12,0.322,127.806,2.779916667,3,Instrumental
Satellite Citi,Getaway,26,0.451,0.912,2,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,219141,4,Alt_Music
The Hot Sardines,Gramercy Sunset,43,0.454,0.084,,-18.621,1,0.0293,0.885,0.936,0.0958,0.0828,87.816,4.251783333,4,Instrumental
Allman Brothers Band,Back Where It All Begins,43,0.377,0.891,9,-6.807,1,0.0631,0.038,0.176,0.345,0.639,103.243,550480,4,Rock
Bruce Springsteen,Dancing In the Dark,77,0.527,0.942,1,-5.64,0,0.0366,0.0115,,0.188,0.495,148.723,4.02178333,4,Rock
Migos,Straightenin,79,0.847,0.629,9,-5.81,1,0.102,0.0318,,0.152,0.109,135.976,255532,4,Pop
Carnifex,Cursed - Isolation Mix,35,0.289,0.899,5,-4.907,1,0.104,0.0000121,0.899,0.746,0.0642,120.032,324000,4,Metal
Philip Sayce,Burning Out,44,0.255,0.947,,-4.14,1,0.071,0.000103,,0.397,0.235,159.905,208974,4,Rock
Rita Dove,Parsley,12,0.732,0.15,4,-17.737,1,0.92,0.445,,0.371,0.256,70.341,254267,4,HipHop
Quiet Riot,Cum on Feel the Noize,71,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,290960,4,Rock
The Clash,London Calling - Remastered,71,0.651,0.801,,-7.34,1,0.0514,0.123,,0.0825,0.776,133.769,3.34133333,4,Rock
Pradeep Kumar,Aao Bachcho Tumhen Dikhayeh,5,0.853,0.484,4,-11.655,1,0.0792,0.942,0.0259,0.151,0.962,111.737,3.162666667,4,Bollywood
Hans Theessink,Living With The Blues,37,0.774,0.11,,-18.928,1,0.16,0.869,0.0000927,0.104,0.383,111.887,182813,4,Blues
Miles Kane,Come Closer,57,0.511,0.696,6,-5.157,0,0.0421,0.0272,0.000249,0.0875,0.788,164.614,179240,4,Indie_Alt
Kacey Musgraves,Butterflies,68,0.689,0.614,4,-6.137,0,0.0306,0.252,0.0000195,0.178,0.411,141.97,3.650883333,4,Country
Westlife,Total Eclipse of the Heart,3,0.449,0.686,5,-4.939,1,0.0313,0.511,,0.131,0.365,131.192,4.660666667,4,Pop
Bob Marley & The Wailers,Three Little Birds,79,0.814,0.482,9,-10.493,1,0.0588,0.0111,0.00000157,0.0476,0.615,148.404,180267,4,Rock
BLOXX,Off My Mind,35,0.568,0.741,2,-5.64,1,0.0395,0.0122,,0.371,0.771,104.056,189466,4,Indie_Alt
Suzi Quatro,I Wanna Be Free,32,0.846,0.543,11,-8.865,0,0.0404,0.579,0.000236,0.134,0.606,117.372,191640,4,Rock
Jean Charnaux,Entrelaços,24,0.425,0.14,5,-14.161,1,0.0432,0.979,0.734,0.0994,0.183,83.518,2.658333333,4,Instrumental
Talk to the Lord,Natalie Bergman,33,0.753,0.48,6,-8.433,0,0.0435,0.933,0.000176,0.287,0.358,136.798,3.450966667,4,Acoustic/Folk
Bryan Adams,(Everything I Do) I Do It For You - Live At Sydney Opera House / 2013,36,0.402,0.356,,-7.626,1,0.0313,0.789,,0.906,0.312,136.979,3.925333333,4,Pop
Zaytoven,"The Click (feat. Zaybang, Lil Bean, KxNG LLAMA, Lil Yee, Prezi & Lil Pete)",48,0.859,0.544,7,-7.465,0,0.291,0.174,0.00528,0.373,0.43,100.024,150379,4,HipHop
Dijon,alley-oop,41,0.536,0.227,11,-14.15,1,0.35,0.692,0.000112,0.112,0.555,116.411,173978,3,Indie_Alt
Damien Burbank,Sarah Tonin,31,0.363,0.191,3,-19.055,0,0.0367,0.744,,0.114,0.292,87.64,154511,4,Indie_Alt
Dorothy,Dark Nights,48,0.163,0.843,2,-4.175,1,0.0561,0.00107,,0.279,0.616,167.872,189770,3,Rock
The Collective,Quiet Now,56,0.567,0.0839,4,-21.322,0,0.0368,0.966,0.904,0.144,0.0777,118.54,4.731516667,4,Instrumental
Oakwood Station,Blue Spaces,51,0.49,0.157,,-18.181,1,0.0657,0.922,0.687,0.117,0.262,191.828,3.055766667,3,Instrumental
Imarhan,Tamudre,17,0.6,0.624,8,-10.727,1,0.0387,0.468,0.124,0.166,0.756,98.586,252493,4,Blues
The Jealous Sound,Hope For Us,34,0.654,0.741,9,-5.364,1,0.0306,0.0159,0.000351,0.0748,0.716,135.97,250467,4,Rock
Fenton Robinson,Somebody Loan Me A Dime,48,0.69,0.584,3,-8.864,1,0.0746,0.47,0.0000246,0.297,0.809,118.017,179693,3,Blues
Sea Girls,Ready For More,45,0.481,0.856,1,-5.733,1,0.0331,0.0223,0.0000226,0.275,0.564,97.515,207373,4,Rock
Swamp Dogg,"Sleeping Without You Is a Dragg (feat. Justin Vernon, Jenny Lewis)",41,0.674,0.313,5,-11.384,1,0.0425,0.289,0.0803,0.091,0.514,77.019,241773,4,Blues
ONE OK ROCK,Renegades,68,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,244538,4,Rock
The Last Dinosaur,Wholeness and the Implicate Order,28,0.208,0.564,8,-14.699,0,0.197,0.102,0.925,0.0871,0.299,96.774,346387,4,Alt_Music
Still Woozy,Goodie Bag,77,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,Indie_Alt
Alestorm,Keelhauled,54,0.477,0.965,10,-3.245,0,0.155,0.000706,0.00000103,0.301,0.584,110.015,222253,4,Metal
LunchMoney Lewis,Ocean (feat. Meghan Trainor),64,0.574,0.31,8,-10.547,1,0.0376,0.813,0.0000107,0.111,0.279,99.043,216402,4,Pop
P√°rpados,Me Acoplo,35,0.44,0.345,,-9.796,1,0.0272,0.614,0.756,0.0992,0.126,80.865,240500,4,Indie_Alt
Avalanche,Maja Lena,43,0.415,0.355,6,-10.494,0,0.0316,0.985,0.0932,0.103,0.36,113.993,2.98845,4,Acoustic/Folk
Kostakis,The Woods - Radio Edit,36,0.823,0.648,,-7.824,0,0.0496,0.0443,0.455,0.0818,0.335,119.999,216000,4,Indie_Alt
Colibrí Acústico,Ora,45,0.425,0.48,4,-9.296,0,0.0362,0.694,0.94,0.101,0.187,119.451,2.777433333,4,Instrumental
Sonic Youth,Teen Age Riot (Album Version),63,0.286,0.907,7,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,417800,4,Indie_Alt
North Mississippi Allstars,Katrina,31,0.596,0.14,,-13.349,1,0.0273,0.851,0.00198,0.0948,0.431,80.955,301320,4,Blues
Fresh,Nighttime,26,0.463,0.89,1,-6.099,0,0.0391,0.000138,0.581,0.394,0.501,125.156,162766,4,Rock
Total Control,Flesh War,39,0.579,0.636,2,-8.574,0,0.0276,0.0821,0.922,0.446,0.898,132.652,280853,4,Indie_Alt
Marked As An Enemy,Ghosts,31,0.242,0.972,9,-5.191,0,0.122,0.0000361,0.0000305,0.256,0.085,99.94,178901,4,Metal
Curtis Waters,System,43,0.717,0.866,2,-3.662,1,0.0474,0.248,,0.385,0.734,154.889,129117,4,Alt_Music
Warpaint,Ashes to Ashes,51,0.696,0.871,1,-6.482,1,0.0357,0.186,0.0282,0.173,0.8,118.938,310227,4,Indie_Alt
Fall Out Boy,Uma Thurman,69,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963,211573,4,Rock
lady gleep,glorianna,22,0.679,0.621,,-6.17,1,0.033,0.0126,,0.104,0.306,120.028,183605,4,Pop
Guns N' Roses,Patience,67,0.457,0.266,6,-14.465,1,0.0313,0.711,0.000261,0.124,0.372,120.459,354400,4,Metal
Coldplay,Sparks,75,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3,Rock
Runtown,Luva Luva,47,0.769,0.752,2,-5.164,0,0.102,0.11,0.00191,0.181,0.431,98.018,158981,4,Pop
The Yardbirds,Over Under Sideways Down - The Mono Album,46,0.529,0.861,11,-10.581,1,0.0784,0.292,0.225,0.314,0.387,96.52,142507,4,Alt_Music
Snow Patrol,Set The Fire To The Third Bar,46,0.547,0.368,11,-7.053,0,0.0255,0.537,,0.0955,0.367,96.05,203613,4,Rock
YoungBoy Never Broke Again,White Teeth,68,0.638,0.66,3,-7.115,0,0.299,0.246,,0.134,0.738,157.996,174684,4,HipHop
Slipknot,Left Behind,62,0.229,0.994,6,-3.431,1,0.22,0.0000703,0.00548,0.318,0.115,156.623,241467,4,Metal
The Killers,All These Things That I've Done,,0.546,0.754,6,-5.04,1,0.0415,0.00154,0.0000157,0.136,0.187,118.266,303213,4,Indie_Alt
Biz Markie,Just a Friend,61,0.862,0.663,,-9.004,1,0.21,0.12,,0.318,0.837,85.308,238267,4,HipHop
Franz Ferdinand,Take Me Out,78,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4,Alt_Music
OCTAVIO the Dweeb,Someday I'll Be Happy,57,0.586,0.873,2,-2.442,1,0.119,0.0652,,0.143,0.458,145.992,165680,4,Pop
The Grogans,Dead Weight,38,0.434,0.926,2,-7.418,1,0.0556,0.000451,0.014,0.0895,0.545,156.977,223163,4,Rock
John Mayall & The Bluesbreakers,All Your Love - Stereo Album Version,1,0.359,0.561,2,-7.713,0,0.0313,0.344,0.000106,0.275,0.846,121.601,213653,4,Blues
Jane's Addiction,Just Because,57,0.369,0.996,10,-1.531,0,0.0931,0.0000383,0.14,0.249,0.209,98.162,231853,4,Alt_Music
SOJA,Something To Believe In,35,0.812,0.645,,-5.044,1,0.0377,0.499,,0.0793,0.724,139.974,209824,4,Rock
In This Moment,The In-Between,60,0.469,0.951,10,-4.222,1,0.111,0.0119,,0.0976,0.283,149.976,254811,4,Rock
Set It Off,Catch Me If You Can,52,0.599,0.914,4,-4.926,0,0.0662,0.00246,0.00000921,0.21,0.587,100.044,179685,4,Pop
Mike Garson,"Introduction (Greensleeves) - Live, Glastonbury, 2000",27,0.285,0.542,2,-16.67,0,0.0669,0.771,0.302,0.497,0.383,107.762,108720,3,Rock
Big Brother & The Holding Company,Piece of My Heart,69,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333,4,Blues
Pastime,Samantha Crain,1,0.595,0.543,7,-5.614,1,0.0232,0.164,0.0324,0.13,0.605,96.043,3.457116667,4,Acoustic/Folk
Kayzo,Never Let You Down (with TELLE),44,0.446,0.999,9,-1.59,0,0.313,0.0289,0.0566,0.612,0.0624,149.919,166800,4,Rock
Fame on Fire,HEADSPACE FT. POORSTACY,50,0.508,0.946,10,-4.129,0,0.0929,0.014,,0.213,0.569,162.019,191434,4,Rock
Modern Color,Pale,41,0.241,0.728,8,-4.92,1,0.043,0.000242,0.00131,0.124,0.366,77.499,190672,4,Rock
Mohammed Rafi,Mehbooba Teri Tasveer,7,0.43,0.27,6,-13.532,0,0.0332,0.959,0.000186,0.113,0.464,90.02,5.616,4,Bollywood
Napalm Death,A Bellyful of Salt and Spleen,27,0.198,0.89,2,-5.786,0,0.0864,0.0000949,0.956,0.099,0.0705,172.014,276485,3,Metal
Korn,Falling Away from Me,72,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4,Metal
Bruce Dickinson,Tattooed Millionaire - 2001 Remastered Version,40,0.53,0.898,4,-7.516,1,0.039,0.00165,,0.3,0.77,130.251,267840,4,Metal
Biffy Clyro,Questions and Answers,36,0.485,0.9,2,-4.89,1,0.0361,0.000691,0.107,0.112,0.351,131.36,242693,4,Rock
D Double E,Street Fighter Riddim,41,0.54,0.963,9,-3.12,1,0.53,0.12,,0.262,0.766,89.87,193707,5,HipHop
Jeremie Albino,Saw That Light,21,0.601,0.912,9,-2.001,0,0.0439,0.169,,0.274,0.641,115,111893,4,Blues
Kyuss,Space Cadet,52,0.461,0.168,11,-16.225,0,0.042,0.449,0.886,0.265,0.309,169.675,422464,4,Rock
Lamine Cissokho,Folon,26,0.338,0.356,,-11.65,1,0.0325,0.874,0.842,0.121,0.493,79.298,5.145733333,4,Instrumental
Yes,"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",45,0.222,0.597,5,-10.924,1,0.056,0.265,0.155,0.411,0.251,80.654,1121253,3,Rock
Tammy Wynette,You and Me,36,0.458,0.234,8,-14.843,1,0.0273,0.584,0.00029,0.182,0.197,77.317,3.34045,3,Country
Himalayas,Thank God I'm Not You,55,0.542,0.828,11,-3.91,0,0.0536,0.00175,0.0136,0.06,0.785,126.037,194626,4,Rock
Frances Lion,Self Control,18,0.623,0.665,,-5.387,0,0.0519,0.000493,,0.0676,0.533,121.96,197600,4,Rock
Coi Leray,No More Parties - Remix,75,0.827,0.394,11,-10.073,1,0.559,0.253,,0.12,0.715,157,192880,4,HipHop
Freya Ridings,Castles - Acoustic,48,0.484,0.276,4,-4.32,1,0.0346,0.907,,0.0973,0.212,107.256,199535,4,Pop
